our_id,oof_prob
2,0.9760648012161255
4,0.9981089234352112
5,0.6469963788986206
6,0.9983925819396973
8,0.9912968277931213
9,0.9751625061035156
13,0.9999568462371826
14,0.9854669570922852
15,0.9911123514175415
16,0.999535083770752
17,0.5465701818466187
18,0.8302274942398071
19,0.99190354347229
20,0.5984818339347839
21,0.9076467752456665
22,0.7835252285003662
24,0.9973077774047852
25,0.9999352097511292
27,0.9883964657783508
29,0.885776162147522
30,0.9972273707389832
31,0.9883602857589722
32,0.9866187572479248
35,0.8434371948242188
36,0.7579907774925232
38,0.9899211525917053
40,0.830153226852417
41,0.5857599377632141
42,0.9999678730964661
43,0.9237297773361206
44,0.998009979724884
45,0.83766770362854
46,0.9590771198272705
47,0.872846245765686
48,0.00545213557779789
49,0.9866634607315063
50,0.005389966070652008
51,0.9708095788955688
52,0.999814510345459
54,0.9871556758880615
55,0.9970943331718445
57,0.7875285148620605
58,0.9995233416557312
59,0.06293173134326935
60,0.9992828965187073
61,0.9997326731681824
63,0.20832371711730957
64,0.9751362800598145
65,0.9963281154632568
66,0.3235430419445038
67,0.999861478805542
68,0.9396107196807861
69,0.9331197738647461
71,0.39958447217941284
72,0.02282092720270157
73,0.9940657615661621
74,0.9909181594848633
76,0.01410836260765791
78,0.985658586025238
81,0.8396304845809937
87,0.21341313421726227
92,0.999792754650116
94,0.989549994468689
98,0.9204218983650208
100,0.9999221563339233
103,0.9998210668563843
104,0.020837482064962387
105,0.9974002838134766
106,0.691648006439209
107,0.8156037330627441
108,0.9999150633811951
110,0.9985687732696533
111,0.9549342393875122
112,0.8181554675102234
114,0.6333044767379761
115,0.9934343695640564
117,0.999961793422699
118,0.9952846169471741
119,0.9997155666351318
120,0.5380199551582336
122,0.46031254529953003
123,0.014855458401143551
124,0.696463406085968
125,0.9483648538589478
126,0.9981451034545898
127,0.9383248090744019
128,0.8892909288406372
130,0.43010222911834717
131,0.9998288154602051
132,0.04204636812210083
133,0.9985859394073486
134,0.04882245510816574
135,0.6305990815162659
136,0.6316127777099609
137,0.9903947114944458
138,0.9983721971511841
139,0.999234676361084
140,0.9238168597221375
141,0.999889075756073
142,0.9240068197250366
146,0.935530424118042
147,0.9836440086364746
148,0.5834571123123169
149,0.9099933505058289
151,0.9545509815216064
152,0.9999151229858398
153,0.9998986124992371
154,0.726189136505127
155,0.29891854524612427
156,0.9867404699325562
157,0.9996421337127686
159,0.9992756843566895
160,0.9987457990646362
162,0.9999210834503174
163,0.9591889977455139
164,0.9026538133621216
165,0.9980173110961914
167,0.9695852994918823
168,0.9993516206741333
170,0.2749924659729004
172,0.9708571434020996
175,0.8828895092010498
177,0.07095183432102203
178,0.8837112188339233
180,0.30947619676589966
184,0.9994409084320068
186,0.9984502792358398
188,0.06553004682064056
190,0.6809872388839722
191,0.25041037797927856
192,0.0034374697133898735
194,0.7381858825683594
198,0.9991012215614319
199,0.9490941762924194
200,0.99809730052948
204,0.9989651441574097
206,0.1232919991016388
207,0.9993517994880676
208,0.16491904854774475
212,0.9998161792755127
217,0.07023483514785767
218,0.012454230338335037
220,0.25154244899749756
221,0.9709221124649048
222,0.9984846115112305
224,0.9800712466239929
225,0.029410896822810173
228,0.9993433952331543
229,0.9540761113166809
231,0.9994155168533325
232,0.7999893426895142
233,0.9993090629577637
234,0.09296612441539764
235,0.2177693396806717
236,0.0035671833902597427
237,0.9847808480262756
239,0.7703377604484558
240,0.911912202835083
241,0.8519309163093567
242,0.1782827377319336
244,0.3102671504020691
246,0.9958165884017944
251,0.9605222344398499
252,0.6659426689147949
253,0.9643058776855469
254,0.9960317611694336
255,0.9985796809196472
257,0.9981626272201538
259,0.4541425108909607
261,0.4157447814941406
262,0.9998821020126343
263,0.9994400143623352
265,0.3779815137386322
266,0.9947123527526855
267,0.9919145703315735
268,0.7181140780448914
270,0.999603271484375
271,0.028452327474951744
272,0.6399438381195068
274,0.7564740180969238
275,0.9780919551849365
278,0.6573739647865295
280,0.9970078468322754
282,0.7084543704986572
283,0.8493117690086365
284,0.6998544335365295
287,0.009861595928668976
288,0.39531874656677246
289,0.989493727684021
291,0.9511400461196899
292,0.4428974986076355
293,0.3324872553348541
295,0.997597336769104
296,0.188825786113739
297,0.028120247647166252
299,0.010180497542023659
300,0.9956903457641602
301,0.013458099216222763
302,0.022400114685297012
304,5.5233060265891254e-05
305,0.011299239471554756
306,0.6741445064544678
308,0.0031693014316260815
309,0.14833074808120728
