our_id,oof_prob
2,0.878233790397644
4,0.9101557731628418
5,0.9964351058006287
6,0.9482467174530029
8,0.6761326789855957
9,0.9625921249389648
13,0.9048859477043152
14,0.9954408407211304
15,0.8899955749511719
16,0.9733834266662598
17,0.5458334684371948
18,0.8653662204742432
19,0.9952929019927979
20,0.28766104578971863
21,0.32966160774230957
22,0.4102403521537781
24,0.9719243049621582
25,0.9621841311454773
27,0.6428326368331909
29,0.7676609754562378
30,0.8391070365905762
31,0.7781659364700317
32,0.9961715340614319
35,0.4312359392642975
36,0.3598232865333557
38,0.4018661379814148
40,0.8985998630523682
41,0.44877976179122925
42,0.9683980941772461
43,0.47807633876800537
44,0.8737314939498901
45,0.5584179162979126
46,0.9885556697845459
47,0.5644689798355103
48,0.5696040391921997
49,0.7215355634689331
50,0.7893457412719727
51,0.9980442523956299
52,0.894628643989563
54,0.9406771659851074
55,0.9174985885620117
57,0.9932537078857422
58,0.8343548774719238
59,0.8532943725585938
60,0.6369540691375732
61,0.6889655590057373
63,0.7141222357749939
64,0.9413347244262695
65,0.4407292604446411
66,0.9408465027809143
67,0.886410653591156
68,0.9658182263374329
69,0.9586232900619507
71,0.4108635187149048
72,0.7010989189147949
73,0.834608793258667
74,0.951067328453064
76,0.017019907012581825
78,0.8492354154586792
81,0.7738857269287109
87,0.035015277564525604
92,0.8700640201568604
94,0.9829323291778564
98,0.9222006797790527
100,0.9167976975440979
103,0.9184713363647461
104,0.012352414429187775
105,0.9274437427520752
106,0.5738296508789062
107,0.6458148956298828
108,0.7901012897491455
110,0.9152498245239258
111,0.6818912029266357
112,0.9829894304275513
114,0.0917496383190155
115,0.5973747968673706
117,0.993087887763977
118,0.9988241791725159
119,0.9658523797988892
120,0.4013986587524414
122,0.12914340198040009
123,0.07657051831483841
124,0.36756613850593567
125,0.8635819554328918
126,0.7515444755554199
127,0.769298255443573
128,0.32013726234436035
130,0.31007063388824463
131,0.7189933657646179
132,0.5994663238525391
133,0.7212960720062256
134,0.30221641063690186
135,0.9791332483291626
136,0.8471975326538086
137,0.686465859413147
138,0.8874222040176392
139,0.9854257702827454
140,0.9951594471931458
141,0.9322322010993958
142,0.6936445236206055
146,0.2570918798446655
147,0.6105278730392456
148,0.919028639793396
149,0.9133895635604858
151,0.45263370871543884
152,0.9578875303268433
153,0.9604116082191467
154,0.2700408399105072
155,0.555610716342926
156,0.7019069194793701
157,0.9358212947845459
159,0.9205269813537598
160,0.9758156538009644
162,0.8276709318161011
163,0.9965804815292358
164,0.41643476486206055
165,0.8399726748466492
167,0.9843763709068298
168,0.8922268748283386
170,0.5876464247703552
172,0.8440250158309937
175,0.9958679676055908
177,0.016421392560005188
178,0.7465416193008423
180,0.690277099609375
184,0.9653042554855347
186,0.37755924463272095
188,0.0611393041908741
190,0.23493389785289764
191,0.6440670490264893
192,0.10069017857313156
194,0.7230600714683533
198,0.6311531066894531
199,0.9922417402267456
200,0.8260611295700073
204,0.5022453665733337
206,0.28234928846359253
207,0.9984619617462158
208,0.46535414457321167
212,0.9518426060676575
217,0.2809450030326843
218,0.47444355487823486
220,0.27449938654899597
221,0.030779965221881866
222,0.9234292507171631
224,0.9678788185119629
225,0.3098427653312683
228,0.4374120235443115
229,0.8884027004241943
231,0.5295142531394958
232,0.6659473180770874
233,0.9953283071517944
234,0.012225999496877193
235,0.6874622106552124
236,0.22724533081054688
237,0.6287602186203003
239,0.7975671887397766
240,0.8088124990463257
241,0.8244322538375854
242,0.011280406266450882
244,0.3374248743057251
246,0.9357017278671265
251,0.5884978175163269
252,0.9974443316459656
253,0.8647153377532959
254,0.5042076110839844
255,0.9733313322067261
257,0.853947639465332
259,0.5698076486587524
261,0.8377085328102112
262,0.9826680421829224
263,0.8330082893371582
265,0.03317992389202118
266,0.8414267301559448
267,0.5760177373886108
268,0.4339678883552551
270,0.8275948166847229
271,0.23156380653381348
272,0.8023697137832642
274,0.6087641716003418
275,0.673546552658081
278,0.25063788890838623
280,0.7773416042327881
282,0.6207007169723511
283,0.6135402321815491
284,0.20211242139339447
287,0.5559171438217163
288,0.23508673906326294
289,0.7878249883651733
291,0.7883878946304321
292,0.36178281903266907
293,0.5950038433074951
295,0.9987488389015198
296,0.18012428283691406
297,0.13430655002593994
299,0.009721902199089527
300,0.8434673547744751
301,0.4408649206161499
302,0.009732242673635483
304,0.029618680477142334
305,0.2474634051322937
306,0.04320231080055237
308,0.009813839569687843
309,0.013277804479002953
310,0.05414647236466408
312,0.02905385196208954
313,0.8486025929450989
314,0.008383276872336864
315,0.1511055827140808
316,0.010646251030266285
317,0.017512405291199684
318,0.4152645468711853
319,0.07597912847995758
320,0.005160132888704538
321,0.7343440055847168
322,0.16925686597824097
323,0.10199417173862457
324,0.007745920214802027
325,0.2631770968437195
326,0.2843676209449768
328,0.006188134662806988
329,0.008967222645878792
331,0.012541191652417183
333,0.6352767944335938
334,0.38262253999710083
335,0.17718347907066345
336,0.008372574113309383
337,0.018422141671180725
338,0.0684802383184433
339,0.2789325714111328
340,0.9232192039489746
341,0.09897327423095703
342,0.0834302306175232
343,0.0073824478313326836
344,0.08422622829675674
345,0.12584269046783447
